panel,supplier,term,basis,series,horizon_days,start_dates_with_target_in_study,exact_pairs,unchanged_endpoints,changed_endpoints,complete_daily_windows,no_observed_change_complete,observed_change_complete,returned_to_start_complete
same_id,Porvoon Energia Oy,6,observed_seller_data,i5otzs-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,7,26,19,19,0,19,19,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,i5otzs-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,14,26,12,12,0,12,12,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,i5otzs-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,30,26,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,i5otzs-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,45,26,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,i5otzs-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,60,26,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,i5otzs-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,90,26,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,nmecmp-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,7,14,7,7,0,7,7,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,nmecmp-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,14,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,nmecmp-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,30,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,nmecmp-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,45,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,nmecmp-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,60,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,6,observed_seller_data,nmecmp-porvoon-energia-oy-ilmastoviisas-6-kk-co2-paastottomasti-tuotettu,90,13,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,9,2,2,0,2,2,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,9,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,9,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,4,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,9,2,2,0,2,2,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,9,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,9,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,4,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,33,28,28,0,28,28,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,26,21,21,0,21,21,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,10,5,5,0,5,5,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1yddgu-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1yddgu-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1yddgu-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1yddgu-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1yddgu-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,1yddgu-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,azv8uu-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,azv8uu-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,azv8uu-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,azv8uu-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,azv8uu-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,azv8uu-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,keapcz-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,keapcz-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,keapcz-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,keapcz-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,keapcz-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,keapcz-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,tkcacp-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,tkcacp-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,tkcacp-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,tkcacp-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,tkcacp-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,tkcacp-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,viekc6-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,viekc6-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,viekc6-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,viekc6-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,viekc6-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,viekc6-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,33,28,28,0,28,28,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,26,21,21,0,21,21,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,10,5,5,0,5,5,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,33,28,28,0,28,28,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,26,21,21,0,21,21,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,10,5,5,0,5,5,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ygfod7-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ygfod7-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ygfod7-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ygfod7-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ygfod7-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,ygfod7-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,zdmggt-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,9,2,2,0,2,2,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,zdmggt-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,9,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,zdmggt-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,9,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,zdmggt-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,4,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,zdmggt-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,canonical_calculation,zdmggt-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0bfjov-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0xv5z3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,14,7,7,0,7,7,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0xv5z3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0xv5z3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0xv5z3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0xv5z3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,0xv5z3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,13,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,1eqb3j-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,2xtbfi-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,2xtbfi-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,2xtbfi-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,2xtbfi-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,2xtbfi-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,2xtbfi-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,2,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,5pf1u4-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,28,21,21,0,21,21,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,5pf1u4-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,28,14,14,0,14,14,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,5pf1u4-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,5pf1u4-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,5pf1u4-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,5pf1u4-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6ejjda-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,28,21,21,0,21,21,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6ejjda-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,28,14,14,0,14,14,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6ejjda-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6ejjda-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6ejjda-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6ejjda-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,28,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6gsnt1-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6gsnt1-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6gsnt1-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6gsnt1-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6gsnt1-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,6gsnt1-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,ay26mi-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,7,10,3,3,0,3,3,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,ay26mi-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,14,10,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,ay26mi-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,30,10,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,ay26mi-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,45,10,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,ay26mi-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,60,1,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,ay26mi-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dhrlna-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,7,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dhrlna-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,14,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dhrlna-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,30,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dhrlna-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,45,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dhrlna-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,60,7,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dhrlna-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,90,0,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dqhw8s-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,7,14,7,7,0,7,7,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dqhw8s-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,14,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dqhw8s-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,30,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dqhw8s-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,45,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dqhw8s-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,60,14,0,0,0,0,0,0,0
same_id,Porvoon Energia Oy,12,observed_seller_data,dqhw8s-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia,90,13,0,0,0,0,0,0,0
