date,term,price,trade,basket,missing,strip
2026-05-16,6,7.479093633879781,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73}]"
2026-05-16,12,7.729730671232875,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.75},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27}]"
2026-05-16,24,6.7470001778385775,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.75},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-04-01"",""days"":30,""type"":""year"",""maturity"":""202801"",""settlement"":44.61},{""month"":""2028-05-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":44.61}]"
2026-05-17,6,7.479093633879781,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73}]"
2026-05-17,12,7.729730671232875,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.75},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27}]"
2026-05-17,24,6.7470001778385775,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.75},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-04-01"",""days"":30,""type"":""year"",""maturity"":""202801"",""settlement"":44.61},{""month"":""2028-05-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":44.61}]"
2026-05-18,6,7.479093633879781,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73}]"
2026-05-18,12,7.729730671232875,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.75},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27}]"
2026-05-18,24,6.7470001778385775,2026-05-15,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.8},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":39.03},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":51.46},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":71.32},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":74.68},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.73},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.75},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":33.27},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.56},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.49},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":67.06},{""month"":""2028-04-01"",""days"":30,""type"":""year"",""maturity"":""202801"",""settlement"":44.61},{""month"":""2028-05-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":44.61}]"
2026-05-19,6,7.228169071038249,2026-05-18,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":43.17},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":36.75},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.89},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":69.33},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":73.44},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":75.48}]"
2026-05-19,12,7.584962123287672,2026-05-18,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":43.17},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":36.75},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.89},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":69.33},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":73.44},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":75.48},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":72.64},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.93},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.93}]"
2026-05-19,24,6.6507428796169625,2026-05-18,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":43.17},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":36.75},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.89},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":69.33},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":73.44},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":75.48},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":72.64},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.66},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.93},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.93},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.93},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.14},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.14},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.14},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":41.93},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":41.93},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":41.93},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.91},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.91},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.91},{""month"":""2028-04-01"",""days"":30,""type"":""year"",""maturity"":""202801"",""settlement"":44.19},{""month"":""2028-05-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":44.19}]"
2026-05-20,6,7.127330163934426,2026-05-19,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":42.56},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.38},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.37},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.37},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.99},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":75.6}]"
2026-05-20,12,7.514379547945205,2026-05-19,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":42.56},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.38},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.37},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.37},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.99},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":75.6},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":72.29},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.33},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.33},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.33},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.64},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.64}]"
2026-05-20,24,6.618730937072503,2026-05-19,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":42.56},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.38},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.37},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.37},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.99},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":75.6},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":72.29},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.33},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.33},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.33},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.64},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.64},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.64},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.29},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.29},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":33.29},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":41.98},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":41.98},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":41.98},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.97},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.97},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.97},{""month"":""2028-04-01"",""days"":30,""type"":""year"",""maturity"":""202801"",""settlement"":44.25},{""month"":""2028-05-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":44.25}]"
2026-05-21,6,7.172736475409836,2026-05-20,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":43.16},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.27},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.83},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.76},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.85},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.6}]"
2026-05-21,12,7.557534356164381,2026-05-20,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":43.16},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.27},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.83},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.76},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.85},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.6},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.02},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.69},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.69},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.69},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.71},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.71}]"
2026-05-21,24,6.6317977017783845,2026-05-20,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":43.16},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.27},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":47.83},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":68.76},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":71.85},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":76.6},{""month"":""2026-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202610"",""settlement"":73.02},{""month"":""2027-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.69},{""month"":""2027-02-01"",""days"":28,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.69},{""month"":""2027-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202701"",""settlement"":80.69},{""month"":""2027-04-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.71},{""month"":""2027-05-01"",""days"":31,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.71},{""month"":""2027-06-01"",""days"":30,""type"":""quarter"",""maturity"":""202704"",""settlement"":32.71},{""month"":""2027-07-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":32.69},{""month"":""2027-08-01"",""days"":31,""type"":""quarter"",""maturity"":""202707"",""settlement"":32.69},{""month"":""2027-09-01"",""days"":30,""type"":""quarter"",""maturity"":""202707"",""settlement"":32.69},{""month"":""2027-10-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.03},{""month"":""2027-11-01"",""days"":30,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.03},{""month"":""2027-12-01"",""days"":31,""type"":""quarter"",""maturity"":""202710"",""settlement"":42.03},{""month"":""2028-01-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.94},{""month"":""2028-02-01"",""days"":29,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.94},{""month"":""2028-03-01"",""days"":31,""type"":""quarter"",""maturity"":""202801"",""settlement"":66.94},{""month"":""2028-04-01"",""days"":30,""type"":""year"",""maturity"":""202801"",""settlement"":44.28},{""month"":""2028-05-01"",""days"":31,""type"":""year"",""maturity"":""202801"",""settlement"":44.28}]"
2026-05-22,6,7.286728879781419,2026-05-21,2026-06-01,,"[{""month"":""2026-06-01"",""days"":30,""type"":""month"",""maturity"":""202606"",""settlement"":44.38},{""month"":""2026-07-01"",""days"":31,""type"":""month"",""maturity"":""202607"",""settlement"":35.91},{""month"":""2026-08-01"",""days"":31,""type"":""month"",""maturity"":""202608"",""settlement"":48.91},{""month"":""2026-09-01"",""days"":30,""type"":""month"",""maturity"":""202609"",""settlement"":70.15},{""month"":""2026-10-01"",""days"":31,""type"":""month"",""maturity"":""202610"",""settlement"":72.55},{""month"":""2026-11-01"",""days"":30,""type"":""month"",""maturity"":""202611"",""settlement"":77.03}]"
