panel,company,term,basis,lag,screened,cohort,sample_days,distinct_retail_change_events,nonzero_pairs,correlation,sign_agreement,reportable,first_date,last_date
supplier_general,Helen Oy,12,canonical_calculation,21,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,12,canonical_calculation,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,canonical_calculation,30,1,individual,26,6,26,-0.5726356685210091,0.3076923076923077,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,12,canonical_calculation,30,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,12,canonical_calculation,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,canonical_calculation,45,1,individual,26,6,26,-0.3318138592772582,0.5769230769230769,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,12,canonical_calculation,45,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,12,canonical_calculation,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,canonical_calculation,60,1,individual,26,6,26,0.5726632133540516,0.7692307692307693,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,12,canonical_calculation,60,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,12,canonical_calculation,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,0,0,individual,102,12,77,0.5055488595405825,0.6623376623376623,1,2026-04-16,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,0,0,common_all_lags,42,6,37,0.5722486650091977,0.8108108108108109,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,0,0,common_0_7_14,88,10,65,0.5230616629831346,0.7692307692307693,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,7,0,individual,95,11,70,0.7828803877540149,0.9714285714285714,1,2026-04-23,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,7,0,common_all_lags,42,6,37,0.8963098361102703,1.0,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,7,0,common_0_7_14,88,10,65,0.7720273576973475,0.9692307692307692,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,14,0,individual,88,10,65,0.30733247961182286,0.7230769230769231,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,14,0,common_all_lags,42,6,37,0.3610088291291413,0.7567567567567568,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,14,0,common_0_7_14,88,10,65,0.30733247961182286,0.7230769230769231,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,21,0,individual,81,10,63,-0.07870922781303537,0.4603174603174603,1,2026-05-07,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,21,0,common_all_lags,42,6,37,0.08423235493572828,0.4594594594594595,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,30,0,individual,72,9,54,-0.4378089112367648,0.3148148148148148,1,2026-05-16,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,30,0,common_all_lags,42,6,37,-0.47726914316739877,0.32432432432432434,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,45,0,individual,57,7,39,-0.5154677264829925,0.28205128205128205,1,2026-05-31,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,45,0,common_all_lags,42,6,37,-0.6468707425435762,0.24324324324324326,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,60,0,individual,42,6,37,0.08195930639844089,0.3783783783783784,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,60,0,common_all_lags,42,6,37,0.08195930639844089,0.3783783783783784,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,0,1,individual,81,12,66,0.6586145351833883,0.696969696969697,1,2026-04-16,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,0,1,common_all_lags,1,1,1,,1.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,0,1,common_0_7_14,25,6,24,0.8321598495584898,0.75,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,7,1,individual,74,11,57,0.8396124487256389,0.9649122807017544,1,2026-04-23,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,7,1,common_all_lags,1,1,1,,1.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,7,1,common_0_7_14,25,6,24,0.9356524751860683,0.9583333333333334,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,14,1,individual,67,9,48,0.3035164447863129,0.6458333333333334,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,14,1,common_all_lags,1,1,1,,1.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,14,1,common_0_7_14,25,6,24,0.5226795436476998,0.7083333333333334,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,21,1,individual,62,10,44,-0.2535644843791838,0.38636363636363635,1,2026-05-07,2026-07-21
supplier_general,Helen Oy,12,observed_seller_data,21,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,30,1,individual,58,9,45,-0.39897865782093095,0.3333333333333333,1,2026-05-16,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,30,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,45,1,individual,43,7,29,-0.6111934502304602,0.2413793103448276,1,2026-05-31,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,45,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,12,observed_seller_data,60,1,individual,35,5,30,0.15177702281486083,0.4666666666666667,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,12,observed_seller_data,60,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,12,observed_seller_data,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,0,0,individual,33,5,26,0.5038033403946073,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,0,0,common_all_lags,33,5,26,0.5038033403946073,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,0,0,common_0_7_14,33,5,26,0.5038033403946073,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,7,0,individual,33,5,26,0.6566792710423862,0.7307692307692307,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,7,0,common_all_lags,33,5,26,0.6566792710423862,0.7307692307692307,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,7,0,common_0_7_14,33,5,26,0.6566792710423862,0.7307692307692307,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,14,0,individual,33,5,26,-0.6114500033533792,0.3076923076923077,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,14,0,common_all_lags,33,5,26,-0.6114500033533792,0.3076923076923077,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,14,0,common_0_7_14,33,5,26,-0.6114500033533792,0.3076923076923077,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,21,0,individual,33,5,26,0.04006027957653634,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,21,0,common_all_lags,33,5,26,0.04006027957653634,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,30,0,individual,33,5,26,-0.40531555295633037,0.2692307692307692,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,30,0,common_all_lags,33,5,26,-0.40531555295633037,0.2692307692307692,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,45,0,individual,33,5,26,-0.4324316639203184,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,45,0,common_all_lags,33,5,26,-0.4324316639203184,0.5,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,60,0,individual,33,5,26,0.08219992228284803,0.5769230769230769,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,60,0,common_all_lags,33,5,26,0.08219992228284803,0.5769230769230769,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,0,1,individual,26,4,19,0.6824130710016475,0.631578947368421,0,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,0,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,0,1,common_0_7_14,10,1,7,-0.9058793488544848,0.14285714285714285,0,2026-08-22,2026-08-31
supplier_general,Helen Oy,24,canonical_calculation,7,1,individual,24,3,17,0.7630278998942408,0.8235294117647058,0,2026-08-15,2026-09-07
supplier_general,Helen Oy,24,canonical_calculation,7,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,7,1,common_0_7_14,10,1,7,0.6890315881674031,0.7142857142857143,0,2026-08-22,2026-08-31
supplier_general,Helen Oy,24,canonical_calculation,14,1,individual,26,5,23,-0.667639690594124,0.34782608695652173,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,14,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,14,1,common_0_7_14,10,1,7,0.6171064397828028,0.2857142857142857,0,2026-08-22,2026-08-31
supplier_general,Helen Oy,24,canonical_calculation,21,1,individual,26,5,22,0.014070100803499932,0.4090909090909091,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,21,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,30,1,individual,26,5,19,-0.4442638507094694,0.3157894736842105,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,30,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,45,1,individual,26,5,23,-0.4399790902153484,0.5652173913043478,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,45,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,canonical_calculation,60,1,individual,26,5,19,0.522274522916731,0.6842105263157895,1,2026-08-12,2026-09-13
supplier_general,Helen Oy,24,canonical_calculation,60,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Helen Oy,24,canonical_calculation,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,0,0,individual,102,13,84,0.1916353119074363,0.5595238095238095,1,2026-04-16,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,0,0,common_all_lags,42,6,31,0.41613377602102997,0.967741935483871,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,0,0,common_0_7_14,88,12,77,0.20008150565054886,0.5844155844155844,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,7,0,individual,95,12,79,0.6984694586437413,0.759493670886076,1,2026-04-23,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,7,0,common_all_lags,42,6,31,0.8454123307794782,1.0,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,7,0,common_0_7_14,88,12,77,0.7177106036609257,0.7792207792207793,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,14,0,individual,88,12,77,0.14037793344928395,0.6753246753246753,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,14,0,common_all_lags,42,6,31,0.11568891440939728,0.6451612903225806,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,14,0,common_0_7_14,88,12,77,0.14037793344928395,0.6753246753246753,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,21,0,individual,81,11,70,-0.1582172234004766,0.44285714285714284,1,2026-05-07,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,21,0,common_all_lags,42,6,31,-0.01956051776898236,0.22580645161290322,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,30,0,individual,72,10,61,-0.4110229747205478,0.47540983606557374,1,2026-05-16,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,30,0,common_all_lags,42,6,31,-0.29763073778336097,0.41935483870967744,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,45,0,individual,57,8,46,-0.34947187018135223,0.45652173913043476,1,2026-05-31,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,45,0,common_all_lags,42,6,31,-0.6601109319443255,0.3225806451612903,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,60,0,individual,42,6,31,0.025158826199635664,0.41935483870967744,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,60,0,common_all_lags,42,6,31,0.025158826199635664,0.41935483870967744,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,0,1,individual,81,13,69,0.4333769417045344,0.5942028985507246,1,2026-04-16,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,0,1,common_all_lags,1,1,1,,1.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,0,1,common_0_7_14,25,6,24,0.8233967656701923,0.6666666666666666,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,7,1,individual,74,12,59,0.7375107293008506,0.7627118644067796,1,2026-04-23,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,7,1,common_all_lags,1,1,1,,1.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,7,1,common_0_7_14,25,6,24,0.9067522795580211,0.75,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,14,1,individual,67,11,59,0.1409616869375481,0.6271186440677966,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,14,1,common_all_lags,1,1,1,,1.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,14,1,common_0_7_14,25,6,24,0.502420597657246,0.9166666666666666,1,2026-04-30,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,21,1,individual,62,11,51,-0.4375291866147443,0.37254901960784315,1,2026-05-07,2026-07-21
supplier_general,Helen Oy,24,observed_seller_data,21,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,30,1,individual,58,10,53,-0.3096410229945709,0.49056603773584906,1,2026-05-16,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,30,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,45,1,individual,43,8,35,-0.43828682535415336,0.37142857142857144,1,2026-05-31,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,45,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Helen Oy,24,observed_seller_data,60,1,individual,35,6,31,0.1439393089664364,0.41935483870967744,1,2026-06-15,2026-07-26
supplier_general,Helen Oy,24,observed_seller_data,60,1,common_all_lags,1,1,1,,0.0,0,2026-06-29,2026-06-29
supplier_general,Helen Oy,24,observed_seller_data,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,0,individual,34,7,33,0.5272516335134622,0.5151515151515151,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,0,common_all_lags,34,7,33,0.5272516335134622,0.5151515151515151,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,0,common_0_7_14,34,7,33,0.5272516335134622,0.5151515151515151,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,0,individual,34,7,33,0.16510762435435264,0.5757575757575758,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,0,common_all_lags,34,7,33,0.16510762435435264,0.5757575757575758,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,0,common_0_7_14,34,7,33,0.16510762435435264,0.5757575757575758,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,0,individual,34,7,33,0.14502407956233643,0.6363636363636364,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,0,common_all_lags,34,7,33,0.14502407956233643,0.6363636363636364,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,0,common_0_7_14,34,7,33,0.14502407956233643,0.6363636363636364,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,0,individual,34,7,33,-0.07012639301843275,0.6666666666666666,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,0,common_all_lags,34,7,33,-0.07012639301843275,0.6666666666666666,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,0,individual,34,7,33,-0.013099454328351131,0.6060606060606061,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,0,common_all_lags,34,7,33,-0.013099454328351131,0.6060606060606061,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,0,individual,34,7,33,-0.3115128006720833,0.3939393939393939,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,0,common_all_lags,34,7,33,-0.3115128006720833,0.3939393939393939,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,0,individual,34,7,33,-0.04268176128800095,0.45454545454545453,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,0,common_all_lags,34,7,33,-0.04268176128800095,0.45454545454545453,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,1,individual,26,7,25,0.4332516792716492,0.44,1,2026-08-08,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,0,1,common_0_7_14,10,4,9,0.5748200007096184,0.5555555555555556,0,2026-08-22,2026-08-31
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,1,individual,25,7,24,-0.7042872191721855,0.4166666666666667,1,2026-08-07,2026-09-07
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,7,1,common_0_7_14,10,4,9,-0.502813854765518,0.5555555555555556,0,2026-08-22,2026-08-31
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,1,individual,27,7,26,0.4387966575352325,0.6538461538461539,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,14,1,common_0_7_14,10,4,9,-0.2962835345252205,0.8888888888888888,0,2026-08-22,2026-08-31
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,1,individual,27,7,27,0.46727562193225725,0.7777777777777778,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,21,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,1,individual,27,6,26,0.01013243130452443,0.6153846153846154,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,1,common_all_lags,1,1,1,,1.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,30,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,1,individual,27,7,26,-0.45986399481556,0.34615384615384615,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,45,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,1,individual,27,7,26,0.3357716477272648,0.46153846153846156,1,2026-08-07,2026-09-09
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,1,common_all_lags,1,1,1,,0.0,0,2026-08-29,2026-08-29
supplier_general,Imatran Seudun Sähkö Oy,6,canonical_calculation,60,1,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,0,individual,102,7,45,-0.13908502887529947,0.4666666666666667,1,2026-04-16,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,0,common_all_lags,42,3,14,-0.19321706625268098,0.7142857142857143,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,0,common_0_7_14,88,7,44,-0.20386949211270453,0.45454545454545453,1,2026-04-30,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,7,0,individual,95,7,45,0.16881952218743423,0.6222222222222222,1,2026-04-23,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,7,0,common_all_lags,42,3,14,0.017273423097442498,0.7142857142857143,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,7,0,common_0_7_14,88,7,44,0.14074698133162736,0.6363636363636364,1,2026-04-30,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,14,0,individual,88,7,44,0.5202726610700457,0.8181818181818182,1,2026-04-30,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,14,0,common_all_lags,42,3,14,0.6648796999424721,1.0,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,14,0,common_0_7_14,88,7,44,0.5202726610700457,0.8181818181818182,1,2026-04-30,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,21,0,individual,81,6,38,0.018139452901462547,0.631578947368421,1,2026-05-07,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,21,0,common_all_lags,42,3,14,0.23877868373046088,0.42857142857142855,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,21,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,30,0,individual,72,6,36,-0.14184532619505344,0.5,1,2026-05-16,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,30,0,common_all_lags,42,3,14,-0.15631201896340585,0.21428571428571427,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,30,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,45,0,individual,57,4,24,0.14379111352763024,0.625,0,2026-05-31,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,45,0,common_all_lags,42,3,14,0.23612030095332534,0.7142857142857143,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,45,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,60,0,individual,42,3,14,-0.6221441528742496,0.07142857142857142,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,60,0,common_all_lags,42,3,14,-0.6221441528742496,0.07142857142857142,0,2026-06-15,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,60,0,common_0_7_14,0,0,0,,,0,,
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,1,individual,81,7,35,0.08590462319700677,0.45714285714285713,1,2026-04-16,2026-07-26
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,1,common_all_lags,1,0,0,,,0,2026-06-29,2026-06-29
supplier_general,Imatran Seudun Sähkö Oy,6,observed_seller_data,0,1,common_0_7_14,25,4,13,0.694798146622812,0.38461538461538464,0,2026-04-30,2026-07-26
