date,contract,segment,source,observations,interpretation,completed,retrospective,binding,rejected,flags
2026-07-22,dcesdg-vattenfall-oy-yrityksen-taystuuli-24-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,depdmn-pohjois-karjalan-sahko-oy-priima,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4190|historical_interpretation_id_4190|historical_interpretation_completed_at_2026-08-07T16:51:21+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,dgh71e-turku-energia-oy-louna-helppo-m,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|historical_canonical_omitted_interpretation_status_failed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption|relational_open_ended_no_proven_historical_adjustment_mechanism
2026-07-22,difwxj-vattenfall-oy-yrityksen-optimi-porssisahko-perusmaksut-50-ensimmaiset-12-kuukautta,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,djobdk-vihrea-alyenergia-oy-vire-tuuli-opiskelija,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4209|historical_interpretation_id_4209|historical_interpretation_completed_at_2026-08-07T16:59:10+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,dkeces-vaasan-sahko-myynti-oy-perussahko-yosahko,quarterly,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4212|historical_interpretation_id_4212|historical_interpretation_completed_at_2026-08-07T17:00:20+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|reset_tail_shifted_on_forward_curve|forward_month_from_quarter_contract
2026-07-22,dki9kg-helen-oy-valkkysahko-yritys,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,dkzws6-koillis-satakunnan-sahko-oy-ikiwirta-12-kk,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4217|historical_interpretation_id_4217|historical_interpretation_completed_at_2026-08-07T17:02:36+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-22,dnxerq-fortum-markets-oy-fortum-kesto-kausisahko,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4227|historical_interpretation_id_4227|historical_interpretation_completed_at_2026-08-07T17:06:57+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|reset_tail_shifted_on_forward_curve|forward_month_from_quarter_contract
2026-07-22,dohczy-lumme-energia-joustosahko-24-kk-vaikuta-itse-sahkosi-hintaan,hybrid,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4228|historical_interpretation_id_4228|historical_interpretation_completed_at_2026-08-07T17:07:54+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|excludes_consumption_effect
2026-07-22,du8tnu-vattenfall-oy-yrityksen-optimi-porssisahko-vesi,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,dwoas0-turku-energia-oy-louna-lahi-24kk,fixed_term_24,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4245|historical_interpretation_id_4245|historical_interpretation_completed_at_2026-08-07T17:17:28+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,dyxylq-vattenfall-oy-taystuuli-12-kk,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4258|historical_interpretation_id_4258|historical_interpretation_completed_at_2026-08-07T17:25:29+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,dyykyx-helen-oy-helpposahko-xs,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4259|historical_interpretation_id_4259|historical_interpretation_completed_at_2026-08-07T17:25:53+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|historical_consumption_eligibility_unknown_null_mask
2026-07-22,dzs9fd-oomi-oy-oomi-jousto-12-kk,hybrid,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4261|historical_interpretation_id_4261|historical_interpretation_completed_at_2026-08-07T17:26:33+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|excludes_consumption_effect
2026-07-22,e4ohro-vattenfall-oy-optimi-porssisahko-vesi,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4274|historical_interpretation_id_4274|historical_interpretation_completed_at_2026-08-07T17:30:43+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,e5oskc-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4275|historical_interpretation_id_4275|historical_interpretation_completed_at_2026-08-07T17:31:05+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,ecjsml-vimpelin-voima-oy-spot-energia,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4289|historical_interpretation_id_4289|historical_interpretation_completed_at_2026-08-07T17:36:20+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,edr0rh-vattenfall-oy-optimi-porssisahko,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4303|historical_interpretation_id_4303|historical_interpretation_completed_at_2026-08-07T17:40:05+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,egue10-koylion-sakylan-sahko-oy-lallin-maaris-1v,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4321|historical_interpretation_id_4321|historical_interpretation_completed_at_2026-08-07T17:46:59+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-22,ehpblq-turku-energia-oy-louna-lahi-12kk,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4324|historical_interpretation_id_4324|historical_interpretation_completed_at_2026-08-07T17:47:53+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,eoksoz-vaasan-sahko-myynti-oy-vaikuttaja,hybrid,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4348|historical_interpretation_id_4348|historical_interpretation_completed_at_2026-08-07T17:55:56+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|reset_tail_shifted_on_forward_curve|excludes_consumption_effect|forward_month_from_quarter_contract
2026-07-22,ep4d6j-parikkalan-valo-oy-q-valo-yritys,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,epasaz-hehku-energia-oy-hehku-yritysjousto-24-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,euhscx-helen-oy-maaraaikainen-perussahko-6-kk,fixed_term_6,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4359|historical_interpretation_id_4359|historical_interpretation_completed_at_2026-08-07T18:01:07+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|term_price_annualized
2026-07-22,ewutqm-alajarven-sahko-oy-aikasahko-12-kk,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_episode_id_4364|historical_interpretation_id_4364|historical_interpretation_completed_at_2026-08-07T18:02:40+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-22,exizi7-paneliankosken-voima-oy-kosken-kayttowoima-12-kk-kulutusjousto,hybrid,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4365|historical_interpretation_id_4365|historical_interpretation_completed_at_2026-08-07T18:03:16+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-22,ezu6kg-imatran-seudun-sahko-oy-voima-joustava-24-kk,hybrid,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_episode_id_4374|historical_interpretation_id_4374|historical_interpretation_completed_at_2026-08-07T18:07:24+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal|excludes_consumption_effect
2026-07-22,f4ic2s-aanekosken-energia-oy-maalaisjarkisahko-kausisahko-12-kk-paastoton,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4379|historical_interpretation_id_4379|historical_interpretation_completed_at_2026-08-07T18:09:19+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,fafwjp-fortum-markets-oy-fortum-yritys-spot-portfolio-1v,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,fdmdrt-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko-yrityksille,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,fevyw2-keravan-energia-oy-perussahko-yleis-6-kk,fixed_term_6,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_last_observed_text_backcast|historical_episode_id_4406|historical_interpretation_id_4406|historical_interpretation_completed_at_2026-08-07T18:22:37+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,ffvwcw-koylion-sakylan-sahko-oy-lallin-maaris-1v-kausisahko,fixed_term_12,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4410|historical_interpretation_id_4410|historical_interpretation_completed_at_2026-08-07T18:24:34+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706
2026-07-22,foheha-korpelan-energia-oy-korpela-spotti,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4438|historical_interpretation_id_4438|historical_interpretation_completed_at_2026-08-07T18:34:43+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,frx7ys-lammaisten-energia-oy-toimitusvelvollinen-aikasahko,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4450|historical_interpretation_id_4450|historical_interpretation_completed_at_2026-08-07T18:38:33+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_uses_comparable_forward_premium|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|calendar_gap_within_observed_price_episode|missing_own_reference_using_comparable_premium|lower_confidence_energy_episode_proxy
2026-07-22,fscadn-omavoima-oy-oma-yritys-12-kk,unclassified,,[],,,,,[],missing_historical_snapshot_identity|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|observed_relational_uniform_monthly_consumption
2026-07-22,fu2xdq-vattenfall-oy-kesto,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4457|historical_interpretation_id_4457|historical_interpretation_completed_at_2026-08-07T18:42:01+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_uses_comparable_forward_premium|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|calendar_gap_within_observed_price_episode|missing_own_reference_using_comparable_premium|lower_confidence_energy_episode_proxy
2026-07-22,fuabtk-parikkalan-valo-oy-spot-valo,spot,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4459|historical_interpretation_id_4459|historical_interpretation_completed_at_2026-08-07T18:42:35+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|spot_estimate_confidence_higher|spot_forward_curve_with_rolling_365_intraday_shape|partial_shape_coverage|forward_month_from_quarter_contract
2026-07-22,fudplf-vaasan-sahko-myynti-oy-kiintea-vaikuttaja-6-kk,hybrid,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4460|historical_interpretation_id_4460|historical_interpretation_completed_at_2026-08-07T18:43:24+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|term_price_annualized|excludes_consumption_effect
2026-07-22,fwgtme-fortum-markets-oy-fortum-kesto-yleissahko,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4467|historical_interpretation_id_4467|historical_interpretation_completed_at_2026-08-07T18:48:06+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|reset_tail_shifted_on_forward_curve|forward_month_from_quarter_contract
2026-07-22,gde7ex-pohjois-karjalan-sahko-oy-oiva-plus,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4494|historical_interpretation_id_4494|historical_interpretation_completed_at_2026-08-07T18:59:17+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|historical_consumption_eligibility_unknown_null_mask
2026-07-22,gduez1-parikkalan-valo-oy-kesto-valo-kanta-asiakas,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4500|historical_interpretation_id_4500|historical_interpretation_completed_at_2026-08-07T19:01:12+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_uses_comparable_forward_premium|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|calendar_gap_within_observed_price_episode|missing_own_reference_using_comparable_premium|lower_confidence_energy_episode_proxy
2026-07-22,geyuyu-helen-oy-maaraaikainen-perussahko-31102027-asti,fixed_term_13_23,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4510|historical_interpretation_id_4510|historical_interpretation_completed_at_2026-08-07T19:04:35+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|held_current_price_forward|unknown_periods_use_latest_applicable_price_or_disclosed_normal
2026-07-22,ggpwbi-parikkalan-valo-oy-kesto-valo-kanta-asiakas,open_ended,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4515|historical_interpretation_id_4515|historical_interpretation_completed_at_2026-08-07T19:06:09+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|supplier_adjusted_tail_shifted_on_forward_curve|supplier_adjusted_monthly_fee_held_flat|price_episode_observed_proxy|price_episode_left_censored|historical_exact_contract_only|price_episode_uses_dedicated_historical_interpretation|forward_month_from_quarter_contract
2026-07-22,gjhzfc-kokkolan-energia-oy-vuodenaika-uusiutuva,quarterly,,[],,,,,[],canonical_omitted_no_covering_source_observation|retrospective_historical_interpretation|historical_evidence_grade_exact_components_first_immutable_text_backcast|historical_episode_id_4522|historical_interpretation_id_4522|historical_interpretation_completed_at_2026-08-07T19:09:12+00:00|historical_household_statistics_scope_assumed|spot_assumptions_source_spot_price_hours|spot_assumptions_partial_above_threshold|spot_assumptions_raw_hourly_reconstruction|spot_assumptions_coverage_ratio_0.993836|spot_assumptions_expected_hours_8760|spot_assumptions_actual_hours_8706|reset_tail_shifted_on_forward_curve|forward_month_from_quarter_contract
